temp	cp
5.68166	4.47328E-4
5.69785	4.46929E-4
5.71339	4.47194E-4
5.73167	4.46908E-4
5.75002	4.45284E-4
5.7646	4.45973E-4
5.78011	4.45446E-4
5.79873	4.46402E-4
5.81491	4.45487E-4
5.83169	4.46382E-4
5.84786	4.46113E-4
5.86208	4.43416E-4
5.87987	4.44896E-4
5.89773	4.45356E-4
5.91539	4.45272E-4
5.9288	4.44846E-4
5.94591	4.44569E-4
5.9624	4.44721E-4
5.97758	4.44105E-4
5.99303	4.45193E-4
6.01143	4.44659E-4
6.02802	4.43506E-4
6.0443	4.42568E-4
6.06118	4.42486E-4
6.07765	4.43293E-4
6.09316	4.43665E-4
6.10943	4.42197E-4
6.1258	4.42508E-4
6.14449	4.42046E-4
6.16036	4.40134E-4
6.17515	4.39604E-4
6.19208	4.39723E-4
6.21078	4.38933E-4
6.22901	4.3772E-4
6.24386	4.37449E-4
6.2596	4.36869E-4
6.27618	4.37413E-4
6.29191	4.3707E-4
6.30879	4.3675E-4
6.32518	4.36236E-4
6.34151	4.37017E-4
6.35929	4.35583E-4
6.37641	4.35891E-4
6.39454	4.34405E-4
6.4089	4.33344E-4
6.42503	4.32945E-4
6.44374	4.32828E-4
6.4606	4.32501E-4
6.47623	4.31394E-4
6.49374	4.31541E-4
6.5096	4.3147E-4
6.52527	4.30753E-4
6.54306	4.31089E-4
6.55951	4.30392E-4
6.57736	4.30938E-4
6.59432	4.30067E-4
6.61044	4.29765E-4
6.62909	4.29283E-4
6.64519	4.28368E-4
6.66226	4.26058E-4
6.68004	4.2597E-4
6.69447	4.25833E-4
6.7132	4.25747E-4
6.72947	4.26036E-4
6.74489	4.24612E-4
6.76061	4.24323E-4
6.77864	4.24182E-4
6.79593	4.23361E-4
6.81104	4.22624E-4
6.82697	4.23134E-4
6.84397	4.21995E-4
6.86134	4.2129E-4
6.87632	4.21473E-4
6.8921	4.19933E-4
6.90837	4.18629E-4
6.9237	4.19296E-4
6.9428	4.1895E-4
6.9567	4.17747E-4
6.97396	4.17549E-4
6.99008	4.18003E-4
7.00842	4.18639E-4
7.0261	4.17745E-4
7.04164	4.1557E-4
7.05665	4.1494E-4
7.07331	4.15657E-4
7.09092	4.15255E-4
7.10646	4.14458E-4
7.12277	4.1457E-4
7.13926	4.13466E-4
7.15642	4.136E-4
7.17334	4.12709E-4
7.19118	4.10521E-4
7.20553	4.09507E-4
7.22566	4.09415E-4
7.2412	4.09668E-4
7.25668	4.08686E-4
7.27404	4.08198E-4
7.29261	4.0873E-4
7.3094	4.08834E-4
7.32765	4.07945E-4
7.34405	4.07959E-4
7.36018	4.0785E-4
7.37784	4.07718E-4
7.39462	4.0739E-4
7.4099	4.05153E-4
7.42553	4.04597E-4
7.44139	4.03536E-4
7.45861	4.02552E-4
7.47621	4.03213E-4
7.49274	4.02966E-4
7.50788	4.0201E-4
7.52514	4.02813E-4
7.54103	4.02681E-4
7.55802	4.02356E-4
7.5747	4.03456E-4
7.59196	4.01488E-4
7.60919	4.01026E-4
7.62696	4.00851E-4
7.64216	4.00606E-4
7.65846	4.00405E-4
7.67474	3.99425E-4
7.68996	3.97431E-4
7.70784	3.98142E-4
7.72413	3.96228E-4
7.74214	3.95818E-4
7.75946	3.95728E-4
7.77554	3.96965E-4
7.79238	3.95774E-4
7.80786	3.95581E-4
7.827	3.94439E-4
7.84162	3.94505E-4
7.85582	3.93806E-4
7.87247	3.91579E-4
7.89033	3.92428E-4
7.90871	3.9286E-4
7.92505	3.93085E-4
7.94082	3.9229E-4
7.95716	3.91748E-4
7.97446	3.92545E-4
7.99187	3.9187E-4
8.00862	3.91742E-4
8.02416	3.90346E-4
8.04097	3.89992E-4
8.0594	3.90067E-4
8.07576	3.90902E-4
8.09216	3.89115E-4
8.11172	3.88325E-4
8.12695	3.8763E-4
8.14219	3.874E-4
8.15803	3.87313E-4
8.17729	3.86154E-4
8.19138	3.86104E-4
8.20595	3.85871E-4
8.2224	3.85596E-4
8.24027	3.84544E-4
8.25741	3.83923E-4
8.27496	3.84797E-4
8.29112	3.84479E-4
8.30863	3.8272E-4
8.32483	3.80993E-4
8.34273	3.80804E-4
8.35918	3.80292E-4
8.37731	3.79282E-4
8.39307	3.79266E-4
8.40768	3.7836E-4
8.42433	3.78147E-4
8.43976	3.78366E-4
8.45749	3.78312E-4
8.47501	3.75936E-4
8.49195	3.76251E-4
8.50771	3.74837E-4
8.52414	3.75948E-4
8.53795	3.77171E-4
8.55569	3.76217E-4
8.57194	3.77478E-4
8.59103	3.76408E-4
8.60633	3.75376E-4
8.62289	3.75277E-4
8.63703	3.77183E-4
8.65432	3.75462E-4
8.67227	3.75183E-4
8.68912	3.74743E-4
8.70627	3.74482E-4
8.72262	3.73426E-4
8.74041	3.72166E-4
8.7571	3.72526E-4
8.77393	3.71602E-4
8.79291	3.71471E-4
8.80875	3.71937E-4
8.826	3.70658E-4
8.84101	3.70471E-4
8.85677	3.69294E-4
8.87522	3.68031E-4
8.89157	3.67557E-4
8.90817	3.66935E-4
8.92485	3.67374E-4
8.94096	3.66776E-4
8.95685	3.66258E-4
8.97302	3.64836E-4
8.9913	3.64715E-4
9.00637	3.6543E-4
9.02233	3.6576E-4
9.04048	3.64555E-4
9.05565	3.64372E-4
9.07177	3.63223E-4
9.09005	3.62781E-4
9.10702	3.61611E-4
9.12127	3.62838E-4
9.13713	3.62783E-4
9.15716	3.62747E-4
9.1745	3.60976E-4
9.18943	3.61902E-4
9.20633	3.61444E-4
9.22232	3.59044E-4
9.23908	3.59425E-4
9.25766	3.5947E-4
9.27308	3.58915E-4
9.2903	3.59859E-4
9.30828	3.59962E-4
9.32465	3.59269E-4
9.34174	3.58395E-4
9.35713	3.56224E-4
9.37088	3.56264E-4
9.38834	3.56588E-4
9.40536	3.55722E-4
9.4217	3.55288E-4
9.43918	3.55057E-4
9.45578	3.5521E-4
9.47281	3.54732E-4
9.48731	3.5373E-4
9.50448	3.53571E-4
9.52216	3.53447E-4
9.53742	3.53748E-4
9.55233	3.53101E-4
9.57034	3.51727E-4
9.58638	3.51651E-4
9.60362	3.49231E-4
9.62035	3.49083E-4
9.63658	3.4951E-4
9.65332	3.50892E-4
9.66839	3.49904E-4
9.68547	3.4904E-4
9.7018	3.49976E-4
9.71987	3.49665E-4
9.73642	3.49605E-4
9.75312	3.49948E-4
9.76971	3.49309E-4
9.78473	3.4854E-4
9.80128	3.46705E-4
9.81609	3.46948E-4
9.83348	3.46662E-4
9.85083	3.47108E-4
9.86643	3.4502E-4
9.88515	3.43997E-4
9.9001	3.4516E-4
9.91638	3.45154E-4
9.93258	3.43985E-4
9.94979	3.44732E-4
9.96689	3.44393E-4
9.98275	3.44367E-4
10.00017	3.44957E-4
10.01839	3.44283E-4
10.03597	3.43172E-4
10.05326	3.41547E-4
10.0708	3.40557E-4
10.08538	3.41636E-4
10.10295	3.3984E-4
10.12142	3.39125E-4
10.13699	3.39139E-4
10.15146	3.38563E-4
10.16799	3.39786E-4
10.18389	3.39469E-4
10.20205	3.39804E-4
10.21708	3.40409E-4
10.23477	3.38426E-4
10.2504	3.3847E-4
10.26816	3.38798E-4
10.28341	3.39535E-4
10.29997	3.36759E-4
10.31748	3.38073E-4
10.33116	3.37711E-4
10.34797	3.35858E-4
10.36676	3.35271E-4
10.38175	3.33301E-4
10.39824	3.33074E-4
10.41597	3.33253E-4
10.43183	3.32225E-4
10.44821	3.31636E-4
10.46317	3.32355E-4
10.48101	3.32604E-4
10.4955	3.31359E-4
10.51254	3.31552E-4
10.52791	3.30168E-4
10.54667	3.30148E-4
10.56308	3.31247E-4
10.57955	3.32664E-4
10.59506	3.31389E-4
10.61211	3.30401E-4
10.63031	3.30148E-4
10.6461	3.29495E-4
10.66303	3.30325E-4
10.67933	3.28762E-4
10.696	3.27593E-4
10.71354	3.26477E-4
10.73027	3.25716E-4
10.75055	3.25334E-4
10.76604	3.24416E-4
10.78159	3.25673E-4
10.79953	3.25635E-4
10.81435	3.25557E-4
10.83192	3.2393E-4
10.8485	3.22689E-4
10.86317	3.23651E-4
10.88138	3.25101E-4
10.89993	3.23221E-4
10.91495	3.23079E-4
10.93081	3.23528E-4
10.94717	3.24412E-4
10.96628	3.21795E-4
10.98472	3.19952E-4
10.99894	3.20112E-4
11.01358	3.20618E-4
11.03046	3.2256E-4
11.04741	3.22082E-4
11.06441	3.20849E-4
11.08284	3.21787E-4
11.09743	3.20578E-4
11.11416	3.19024E-4
11.13163	3.18674E-4
11.14784	3.18178E-4
11.16483	3.18204E-4
11.18153	3.1865E-4
11.19669	3.16423E-4
11.21293	3.1621E-4
11.22906	3.16427E-4
11.24652	3.16218E-4
11.26412	3.16294E-4
11.27915	3.15732E-4
11.29513	3.15164E-4
11.31078	3.15827E-4
11.32713	3.16082E-4
11.34236	3.14326E-4
11.36137	3.14706E-4
11.37963	3.16017E-4
11.39562	3.15011E-4
11.41067	3.14547E-4
11.43023	3.15579E-4
11.44664	3.15889E-4
11.46299	3.14455E-4
11.47963	3.13455E-4
11.49548	3.1277E-4
11.50864	3.123E-4
11.52741	3.11762E-4
11.54566	3.11191E-4
11.56232	3.11352E-4
11.57767	3.11021E-4
11.59497	3.11993E-4
11.61124	3.1078E-4
11.62805	3.10376E-4
11.64408	3.10157E-4
11.66111	3.10211E-4
11.67951	3.10605E-4
11.69485	3.09653E-4
11.71094	3.10709E-4
11.72475	3.08345E-4
11.74291	3.07361E-4
11.76092	3.08404E-4
11.77652	3.07297E-4
11.79572	3.06227E-4
11.81182	3.04971E-4
11.82744	3.0563E-4
11.84394	3.06476E-4
11.85995	3.06112E-4
11.87637	3.06546E-4
11.8947	3.06361E-4
11.91176	3.04365E-4
11.92592	3.04889E-4
11.94386	3.05351E-4
11.9604	3.04457E-4
11.97673	3.04222E-4
11.99425	3.03915E-4
12.00952	3.0471E-4
12.02556	3.01869E-4
12.04305	3.00776E-4
12.05925	3.01507E-4
12.07635	3.03401E-4
