;0;0;0.3;0.3;0.5;0.5;0.7;0.7;0.8;0.8;1;1
;temp;cp;temp;cp;temp;cp;temp;cp;temp;cp;temp;cp
0;5.68407;-0.002473798368;5.67643;-0.0027084161679999997;5.68464;-0.002722148056;5.67256;-0.002545156488;5.679;-0.00243688712;5.68166;0.001871620352
1;5.70353;-0.002472865336;5.69333;-0.002704131752;5.70198;-0.0027265830960000004;5.68788;-0.00254498076;5.69546;-0.00243757748;5.69785;0.001869950936
2;5.71923;-0.00246994072;5.71265;-0.00270248744;5.71765;-0.002726633304;5.70643;-0.002540951568;5.71279;-0.002431376792;5.71339;0.001871059696
3;5.7354;-0.002471564112;5.72845;-0.0026952993280000004;5.73506;-0.002727666752;5.72249;-0.002537035344;5.72996;-0.002427757632;5.73167;0.001869863072
4;5.7524;-0.0024744929120000003;5.74504;-0.00269989336;5.75217;-0.0027282566960000003;5.73844;-0.0025346169920000003;5.74436;-0.002429242952;5.75002;0.0018630682560000001
5;5.76874;-0.0024718737280000004;5.76094;-0.002698717656;5.76861;-0.0027311938640000003;5.75457;-0.0025328429760000004;5.76243;-0.002427950096;5.7646;0.0018659510320000001
6;5.78584;-0.002469430272;5.77628;-0.002698119344;5.78509;-0.002727239984;5.77041;-0.002532357632;5.77776;-0.002428209504;5.78011;0.001863746064
7;5.79957;-0.0024698821440000004;5.79453;-0.002701487464;5.80178;-0.002726198168;5.7883;-0.002534181856;5.79351;-0.0024270338;5.79873;0.0018677459680000001
8;5.81738;-0.0024706980240000002;5.80929;-0.002694466712;5.82063;-0.002725357184;5.80525;-0.002531608696;5.81065;-0.002423264016;5.81491;0.001863917608
9;5.83273;-0.00246879012;5.8268;-0.0026857556240000003;5.83687;-0.00272035312;5.82165;-0.002534508208;5.82667;-0.0024220129999999998;5.83169;0.0018676622880000001
10;5.85163;-0.002466693936;5.84494;-0.0026868894880000002;5.8505;-0.002724679376;5.8381;-0.002536474688;5.84118;-0.002427523328;5.84786;0.001866536792
11;5.86725;-0.002471547376;5.8595;-0.0026852451760000003;5.86658;-0.0027222150000000005;5.85489;-0.002529257288;5.85935;-0.002427247184;5.86208;0.0018552525440000002
12;5.88504;-0.002470129;5.8776;-0.0026897638960000003;5.88433;-0.0027151524080000003;5.87233;-0.0025346588319999997;5.87757;-0.00242678276;5.87987;0.001861444864
13;5.8992;-0.0024706059760000003;5.89332;-0.00269169272;5.90285;-0.0027182945920000002;5.88905;-0.002532918288;5.89437;-0.00242726392;5.89773;0.001863369504
14;5.9163;-0.0024698235680000002;5.9099;-0.002689613272;5.91688;-0.002718989136;5.90762;-0.002532801136;5.91285;-0.002424489928;5.91539;0.001863018048
15;5.9338;-0.002471313072;5.92819;-0.0026842117280000003;5.93287;-0.0027216376080000004;5.92137;-0.00253198944;5.93051;-0.0024200214159999997;5.9288;0.001861235664
16;5.95064;-0.0024746602720000003;5.94291;-0.002694910216;5.95047;-0.002720106264;5.93789;-0.0025326421439999997;5.94601;-0.002421862376;5.94591;0.0018600766960000003
17;5.96844;-0.0024686143920000002;5.96076;-0.0026888476;5.96753;-0.002719696232;5.95642;-0.00253326556;5.9622;-0.0024196615920000003;5.9624;0.0018607126640000002
18;5.98276;-0.002470497192;5.97713;-0.0026913580000000005;5.98359;-0.00271390976;5.97138;-0.0025369600320000003;5.97979;-0.002423255648;5.97758;0.00185813532
19;6.0011;-0.002475074488;5.99403;-0.0026922659280000003;6.00056;-0.002710993512;5.98914;-0.0025330730960000003;5.99519;-0.00243092492;5.99303;0.001862687512
20;6.01642;-0.002476777376;6.01036;-0.00268786436;6.01723;-0.0027099098560000004;6.00274;-0.002535700648;6.01383;-0.002429682272;6.01143;0.0018604532560000003
21;6.03316;-0.002477417528;6.02487;-0.002689090272;6.0341;-0.0027146335920000004;6.02;-0.0025379683760000005;6.02977;-0.002424205416;6.02802;0.001855629104
22;6.05111;-0.002470823544;6.04106;-0.002693583888;6.04916;-0.002715733984;6.03607;-0.00253627804;6.04632;-0.0024288496560000003;6.0443;0.0018517045120000001
23;6.06875;-0.0024686813360000003;6.06079;-0.0026947763280000003;6.06771;-0.0027104998;6.05387;-0.002535926584;6.06351;-0.00243117596;6.06118;0.0018513614240000002
24;6.08454;-0.002466702304;6.07479;-0.0026902325040000005;6.08564;-0.002712160848;6.07052;-0.002534265536;6.08078;-0.002423862328;6.07765;0.001854737912
25;6.10035;-0.00247370632;6.09094;-0.0026891070080000004;6.10127;-0.0027113240480000004;6.08834;-0.0025335919120000002;6.09653;-0.0024242472560000003;6.09316;0.00185629436
26;6.11771;-0.0024726394;6.10939;-0.0026865464000000003;6.11672;-0.0027134285999999997;6.10391;-0.0025310815120000003;6.11179;-0.002426464776;6.10943;0.0018501522480000002
27;6.13455;-0.00247063108;6.12545;-0.0026854794800000004;6.13437;-0.002715800928;6.11929;-0.002532248848;6.13013;-0.0024301257760000004;6.1258;0.001851453472
28;6.15175;-0.0024693047520000003;6.14233;-0.002690366392;6.15133;-0.00270759192;6.13531;-0.0025361023119999998;6.1456;-0.002432067152;6.14449;0.001849520464
29;6.16561;-0.0024739740960000004;6.15985;-0.002693851664;6.1671;-0.0027077676480000003;6.15337;-0.002529265656;6.16035;-0.002423766096;6.16036;0.0018415206560000001
30;6.18236;-0.002472564088;6.17351;-0.002696307672;6.18347;-0.002710725736;6.16889;-0.0025270314;6.17874;-0.00242328912;6.17515;0.0018393031360000001
